id, title, author, summary, rating, warnings, category, fandoms, relationship, characters, additional_tags, language, published, words, chapters_posted, chapters_total, comments, kudos, bookmarks, hits
"4365428", "Under Cold Blue Stars", "NellieOleson", "<p>This is a Continuum timeline story. Because we all know that Sam and Jack can't exist in the same universe without meeting each other. Right?</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-18", "42284", "13", "13", "276", "394", "61", "7005"
"15720024", "Honeymoon", "hoppingmad", "<p>An off-world story. Carter &amp; O'Neill get caught in a compromising situation. - nope, not a marriage fic at all.<br/>Rating is just to play it safe.</p>", "['Explicit']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-18", "3872", "3", "3", "4", "48", "2", "1141"
"15688017", "Commentfic roundup. August, 2018", "NellieOleson", "<p>Archiving my commentfic like a responsible adult.</p>", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-16", "3902", "7", "?", "22", "73", "4", "612"
"15691362", "Fake It Till You Make It", "Sarah_M", "<p>Sam watches him from the doorway. He's propped up in the infirmary bed, right arm secured in a sling, struggling tirelessly to rip open the little sachets of sugar and the poorly designed paper tea-bag packets with his left hand and teeth.</p><p>“Colonel,” she greets him warmly. “I’d ask if you need a hand, but I can already see that you do.”</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-15", "1374", "1", "1", "26", "153", "10", "1324"
"15325713", "The Space Between", "SophieHatter", "<p>After 10 years as a member of SG-1, Samantha Carter is moving on. Accepting the position of Expedition Leader of the Ancient Cityship Atlantis, Sam has six weeks to get her life on Earth sorted before travelling to the Pegasus Galaxy for the two year posting.</p>
<p>In Washington, D.C., Jack O’Neill is considering retirement, again. When Lt. Colonel Carter visits D.C. to accept the Atlantis position, O’Neill sees it as the perfect excuse to re-examine the agreement that they reached two years earlier.</p>
<p>Carter is in denial about nearly everything - her personal life, her relationships, her mental health. And six weeks is barely enough time to put it all back together. Her eyes are on the future, but the present is passing her by. Can SG-1 help Carter find herself again?</p>", "['Explicit']", "[]", "['F/M', 'F/F']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-14", "39334", "33", "33", "21", "129", "11", "3778"
"15652122", "Concussion Repercussions", "Pamalam (sg1on)", "<p>Sam deals with the concussion and head trauma after the events of Death Knell.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-12", "8360", "7", "7", "13", "85", "5", "1640"
"15657993", "Hand in hand through life", "jackgyvwer_fanart", "", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-12", "0", "1", "1", "1", "9", "1", "321"
"15657804", "The colonel and his major", "jackgyvwer_fanart", "", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-12", "0", "1", "1", "1", "9", "0", "306"
"15647277", "Wishing | fanart", "emkaro", "", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-11", "0", "1", "1", "9", "23", "0", "257"
"15644499", "Nine Years", "3starJeneral", "<p>It had taken 9 years, but they were finally home...</p>", "['Mature']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-10", "756", "1", "1", "8", "78", "0", "970"
"15574536", "Five times Jacob Carter knew, and one time he didn't", "sharim28", "<p>No, there’s nothing to see really, but Jacob sees it anyway.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-11", "5348", "6", "6", "165", "308", "38", "2878"
"15596109", "absolution", "professortennant", "<p>“It wasn’t your fault,” she offers, softly. </p><p>He scoffs and keeps his eyes skyward. “Didn’t you see what I did? I almost killed Daniel. I gave the order. I--”</p><p>“Daniel almost killed Daniel, sir.” She watches him frown and stare down at the Guinness, fingers picking at the label. “You gave the order any commanding officer would give. You were doing your job, sir, when you made that decision. And Daniel knew the risks when he made his.”</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-06", "1431", "1", "1", "10", "93", "4", "666"
"15574635", "5 times Sam cried in front of Jack", "ASJEO", "<p>She has always prided herself on being ‘one of the guys’ and controlling her emotions is a huge part of that.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-05", "6889", "5", "5", "37", "150", "14", "1493"
"15321831", "Better or Right", "Sarah_M", "<p>"Carter, why don’t you enlighten us on where exactly you’ve been and what exactly you’ve been doing?”</p>
<p>Trying to ascertain what it is he wants her to say, she takes a moment first to read his eyes. “I’ve been with you almost the entire time sir.” </p>
<p>The visible tension in his body tells her that his emotions are still firmly fixed in pissed off mode. “Well, obviously not.”</p>
<p>Clearly something isn’t right.</p>", "['Explicit']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-05", "20452", "3", "3", "150", "312", "44", "4361"
"15566040", "General O'Neill", "ASJEO", "<p>The random musings of a Major on her first day at the SCG.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-04", "1654", "1", "1", "20", "99", "3", "861"
"15540177", "Sam & Jack screen cap fic: The octopus pun", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-08-02", "7", "1", "1", "0", "13", "0", "238"
"13721067", "Courage", "IceQueenofMitera", "<p>Can they rise to stop a war?<br/>Can they lead others along a path to peace?<br/>It will take faith, hope, love and...</p><p>~~~</p><p>Here we have a tale to tell. One not well known. At least, not for most of those upon Earth.</p><p>Is this story fiction or reality, you ask? Well now, that depends on your own perception, for we were merely observers at the time. Though you could make the argument that we are the characters themselves. Otherwise, how would we know so much?</p><p>But enough with the mind games, fun though they may be. There is a story which wishes to be told. One of adventure, friendship, destiny, hope, love, and...</p><p>Oh, yes.</p><p>Courage</p>", "['Teen And Up Audiences']", "['Graphic Depictions Of Violence', 'Major Character Death']", "['Gen']", "Stargate - All Media Types", "[]", "[]", "[]", "English", "2018-08-01", "6457", "4", "?", "0", "6", "0", "365"
"15514362", "national orgasm day", "professortennant", "<p>July 31st is National Orgasm Day and Jack O'Neill knows exactly how he wants to celebrate.</p>", "['Explicit']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-31", "1265", "1", "1", "3", "80", "2", "1645"
"15483540", "It was the Leeches", "SheynaLew", "<p>“Don’t even think about it!”</p>
<p>Sam and Jack, stranded alone on a very muddy planet. Whatever will they do?</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-29", "1067", "1", "1", "14", "73", "1", "952"
"15472263", "breathe, okay", "professortennant", "<p>She sits back against his arm, scoots a little closer to him so that their thighs brush and he tries not to think about how not so long ago, she--Thera--would turn into his side, slide an arm over his waist and press her cheek to his shoulder. </p><p>“I forgot who you were,” she starts, voice hoarse and thick in the night air. He curls his hand around her shoulder, strokes his thumb over her arm. She shudders beneath his touch--something so simple eliciting such a strong reaction from her.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-28", "1344", "1", "1", "7", "125", "7", "1044"
"15471624", "Sam & Jack - Good luck (made for Ship Day 2018)", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-29", "3", "1", "1", "0", "13", "0", "221"
"15469926", "Sam & Jack - You can sleep now (made for Ship Day 2018)", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-29", "3", "1", "1", "4", "15", "0", "254"
"15468993", "Sam & Jack - Out of this world (made for Ship Day 2018)", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-28", "3", "1", "1", "2", "12", "0", "183"
"15465222", "Sam & Jack screen cap fic: Knock knock (made for Ship Day 2018)", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-28", "10", "1", "1", "2", "18", "0", "200"
"15462981", "Sam & Jack - C'mere (made for Ship Day 2018)", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-28", "3", "1", "1", "0", "13", "0", "218"
"15462837", "Sam & Jack - Courage (made for Ship Day 2018)", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-28", "3", "1", "1", "0", "11", "0", "189"
"15462165", "The mission went great...", "Always_Stargate", "<p>From General Hammond's perspective during the episode Threads. General Hammond reminisces about a few times over the years when during a briefing Jack used the phrase "The mission went great, sir. Except Carter and I had to share a room and there was only one bed so..."</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-28", "3056", "1", "1", "11", "75", "2", "961"
"15455949", "Jenga", "SheynaLew", "<p>An overnight stay in the infirmary for one of SG-1 leads to pranks, and Jack tries to get Sam to loosen up and have fun<br/>One of the Five Word Prompts posted by AmaraD'Angeli on Tumblr.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-27", "333", "1", "1", "16", "49", "1", "631"
"15433341", "arm wrestling", "professortennant", "<p>They never did actually arm wrestle, after all. It seems like a waste of an opportunity to not take when she's on her way out of the SGC's doors and his hands itch to hold hers.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-25", "1158", "1", "1", "5", "105", "7", "819"
"15433323", "dog tag promise", "professortennant", "<p>The chain slips over his head and he presses the chain and clanking metal tags into her hand. “Take it,” he urges, forcing her fingers to curl around the skin-warmed metal. She looks up at him, eyes wide and bottom lip trembling. He clenches his fist at his side, stops himself from reaching out and swiping his thumb across her bottom lip and following the touch up with a kiss.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-25", "650", "1", "1", "6", "105", "6", "807"
"15433212", "carter, you're my favorite", "professortennant", "<p>He bends down, fingers to toes, grimacing at the pop of his hips and the pull in his hamstrings–he’s so damn tight all over. There’s a pause behind him where there should have been Carter-babble, and he looks up from his bent-over position only to catch Carter’s eyes lingering on his six. </p><p>The sweatpants he’s wearing pull nicely over his hips and buttocks and it’s flattering to have someone as, well, hot and young as Cater looking at him like he’s got something worth looking at. </p><p>She blushes, but doesn’t meet his eyes as he stands. He can’t help but cock his hip slightly, his chest puffing out slightly–it feels good to peacock a little for her, feels good to have her eyes on him.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-25", "1253", "1", "1", "3", "94", "3", "971"
"15433152", "dangerous waters", "professortennant", "<p>“Rise and shine, Colonel.”</p><p>Her heart catches in her throat at the sight of him in the morning: hair mussed and sticking up in all directions, eyes shining and dark with sleep, a soft smile playing about his thin lips. </p><p>“Morning, Sam,” he rumbles out, sleep making his voice low and husky. It’s unlike him to be so out of it; unlike him to use her first name in the field. He’s normally twitchy and anxious in the morning, rousing Daniel and Teal’c and urging them to get a move on. She thinks, with a flush of pleasure, that maybe he draws as much relaxation, as much comfort, from her presence as she does from him.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-25", "1260", "1", "1", "5", "101", "5", "1006"
"15433128", "non-newtonian fluids", "professortennant", "<p>“I love jello,” she sighed out, eyes slipping closed. He bit back a smile and was startled when her eyes flew open and she tugged him closer by the belt loop. “And you,” she stressed, eyes looking sincere and serious. “I love you.”</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-25", "635", "1", "1", "3", "101", "2", "881"
"15433110", "don't touch me", "professortennant", "<p>For all that Samantha Carter is his strength, it’s becoming apparently obvious–from the snake in his head and his trips to the sarcophagus–that she is also his weakness.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-25", "1185", "1", "1", "8", "61", "4", "990"
"15417894", "The Pain", "SheynaLew", "<p>When all boundaries are removed and then suddenly thrust back upon them, can returning to their normal lives really be possible?</p>
<p>Set after Beneath the Surface.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-24", "970", "1", "1", "9", "52", "5", "738"
"15369837", "A Journey to Happiness", "Denisa_MaryNiki", "<p>There is yet one more thing missing in Sam and Jack`s life for their happiness to be complete. Will their dream come true or will they have to learn to accept the things the way they are? Set right after the episode Search and Rescue of Stargate Atlantis.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-21", "3283", "1", "1", "0", "41", "0", "771"
"15366984", "The Perfect Name", "McKayRulez", "<p>Post Series Fic - </p><p>"Okay, you need your rest." He looked down at the baby bump. "That goes for you too. No more kicking mommy awake alright? That's my job when I need someone to ramble my thoughts to."</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-20", "4103", "1", "1", "9", "17", "1", "554"
"13259172", "The Giver of the Gift.", "Stargateloversteph", "<p>Jack is bored sitting behind a desk so manages to worm his way on to an away mission through the Stargate. Its suppose to be routine, a simple diplomatic meet and greet. Yet as always, simple missions never stay that way when Jack O'Neill is involved.</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-20", "36598", "13", "13", "9", "77", "6", "3164"
"15357387", "Rough Day", "nightskythoughts", "<p>It was a rough day. That’s the only reason for him to be the person behind her door 20 minutes before midnight.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-19", "1516", "1", "1", "10", "81", "4", "1237"
"15322038", "gravity", "professortennant", "<p>After a bad mission, Sam comes home to Jack and lets him take care of her.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-16", "1148", "1", "1", "6", "101", "3", "1047"
"15295773", "Faline's Story: Tigers heart", "FalineAnderson", "<p>Faline is a mutant from another universe. She grew up on the rain forest planet Tubaru, whose people where stolen from Earth by a Goa'uld thousands of years ago. Now she's working alongside SG-1 to rid the universe of the Goa'uld.</p>", "['Not Rated']", "[]", "['Multi']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-15", "8484", "2", "?", "0", "2", "0", "71"
"14787017", "rhenium", "professortennant", "<p>Jack’s Mark rolls and twists up over his left bicep and spreads over his heart. The thick, dark ink loops in large circles with smaller, solid circles dotting each ring in no particular pattern. In the middle of the ring, right over his heart, in shining gold lettering against the solid black ink is a solitary S.</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-15", "4554", "3", "3", "19", "180", "22", "1947"
"15270477", "Things We'll Never Say", "CelesteJEvans", "<p>After Jack says goodbye to "Alternate Sam", he has a few things he needs to say to HIS Sam. Maybe.</p><p>Post 3x06 Point of View</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-13", "1342", "1", "1", "2", "56", "1", "742"
"15195212", "Enough is Enough", "Sams_Sister (Sams7)", "<p>Sam is fed up.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-06", "988", "1", "1", "4", "55", "0", "882"
"15191513", ""Anything, just call me, okay?"", "Niknaksstuff", "<p>Another of the Five Word Prompts posted on Tumblr</p>", "['Not Rated']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-06", "1430", "1", "1", "14", "67", "2", "862"
"15191516", "Distraction", "SheynaLew", "<p>Based on the Five Word Prompt Challenge on Tumblr, and the phrase “Quit it or I’ll bite”.</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-06", "388", "1", "1", "13", "63", "0", "727"
"15187004", "The Question", "Sams_Sister (Sams7)", "<p>“So, what seems to be the problem?”</p>
<p>“I think it’s…you.”</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-06", "1006", "1", "1", "10", "72", "0", "957"
"15146555", "where does it hurt? everywhere.", "professortennant", "<p>Sam is thirty-five when she lays on the ship, blood streaming from her face and head pounding and body aching. Her father’s hands are in her hair and his watchful eyes are focused on her.</p><p>“Where does it hurt?” </p><p>She thinks of being cradled by him as a child reaching for the stars and smiles softly, completing the phrase that’s become a staple of their relationship.</p><p>“Everywhere.”</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M', 'Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-02", "1411", "1", "1", "13", "128", "9", "1137"
"15137486", "The Conversation", "Sams_Sister (Sams7)", "<p>Sam and Jack have "The" conversation.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-02", "2638", "1", "1", "11", "62", "3", "910"
"15137213", "After the Storm", "Sams_Sister (Sams7)", "<p>Sam, Jack, and Cassie try to come to terms with Janet's death.</p>", "['General Audiences']", "[]", "['Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-02", "3141", "1", "1", "8", "41", "2", "489"
"15136649", "Selvage", "Sams_Sister (Sams7)", "<p>“I’d love to,” she answered quickly, flushing.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-07-02", "4003", "1", "1", "8", "72", "3", "1009"
"15071576", "The heroes left behind", "Always_Stargate", "<p>Sam goes home during the episode Heroes Part 2 (S7 E18). Set after she and Jack hug but before the end of the episode.</p>", "['Explicit']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-27", "1351", "1", "1", "4", "27", "0", "1263"
"15066560", "Five Times Jack O'Neill Gave Sam His Tags and 1 Time She Gave Him Hers", "professortennant", "<p>Jack swallowed hard and tried not to think about how much he really, really liked seeing his name hanging from his second in command’s neck. Or, 5 times in which dog tags played a prominent role in Sam and Jack's relationship.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-27", "3368", "1", "1", "13", "191", "21", "1590"
"15070214", "Confessions", "Sarah_M", "<p>Her eyes widen and a wave of alarming realization washes over her as she recalls the conversation they had as he was trying to stem the bleeding.</p><p>Actually it wasn’t really much of a conversation; more him repeatedly telling her to stop talking, she was going to be fine, he’d get her home, and that she’d be so embarrassed later, while she blindly spilled out one confession after the other at him.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-27", "854", "1", "1", "35", "185", "6", "1602"
"1035366", "Stargate SG-1: Mission to Abydos", "Maverick12345", "<p>Colonel O'Neill is recalled back into active duty. Thanks to the fact that Stargate was activated at the SGC. Knowing full well this would happen again. But what he never knew or didn't know was that Captain Carter- O'Neill was going to be assigned to the SG-1.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings', 'No Archive Warnings Apply']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-26", "51102", "18", "200", "1", "7", "2", "1232"
"15040646", "Five Word Prompts", "amaradangeli", "<p>My contributions to the <a href="http://amaradangeli.tumblr.com/post/174646336152/the-five-words-prompt-ficathon-masterpost" rel="nofollow">Five Word Prompts Ficathon</a> happening over on Tumblr. </p><p>These stories are all unrelated and written in whatever order was inspired to write them in. There are 100 prompts in total. No clue if I'll get through all of them.</p><p>I've opted not to rate the collection as I have no idea how the spirit will move me. For the same reason, I've not only chosen no archive warnings but pointed out my choice. If something majorly in need of a warning happens, I'll do my best to remember to update that section.</p>", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-25", "3460", "3", "?", "26", "109", "10", "878"
"15041312", "Don't Overthink It", "Sarah_M", "<p>He hates DC.</p><p>It’s been a long week, a longer Friday, and he’d been trying to wrap up his last meeting early hours ago.</p><p>He opens the door to his apartment and of course, she’s already waiting for him. She flew in this morning, and unlike him, her last meeting actually did manage to finish hours ago. Figures.</p>", "['Mature']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-25", "1564", "1", "1", "24", "141", "12", "1696"
"15045872", "Together at last by Lutherian.", "Lady_Liz_17", "<p>Summary- Sam and Jack find each other.</p><p>Spoilers- Threads, Mobieus part 2. </p><p>Word Count: 419.</p><p>Coming up is The Date, The Engagement and of course for all you Sam and Jack fans- The Wedding.</p><p>What do you all think? I need feedback please!<br/>This was my first proper fan fiction.</p>", "['Mature']", "[]", "['F/M', 'Gen']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-25", "419", "1", "1", "0", "9", "0", "702"
"15045749", "Secrets Revealed by Lutherian.", "Lady_Liz_17", "<p>After her father's death, Sam disappears. Where is she and why has she gone?</p><p>This was my first long Stargate SG1 story I ever wrote. Mentions of Pete and Kerry Johnson. This is season 8.</p><p>Words Count: 6674.</p>", "['Teen And Up Audiences']", "['Major Character Death']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-25", "6674", "1", "1", "0", "4", "0", "853"
"15037913", "Sam & Jack screen cap fic: The moon restaurant", "Samantha_Carter_is_my_muse", "", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-24", "14", "1", "1", "4", "16", "0", "196"
"15026693", "Fleeting", "sharim28", "<p>Not long now, she thinks as she closes her eyes and tries not to scream. Not long now until she ceases to exist.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-23", "2043", "1", "1", "29", "106", "6", "1024"
"15022220", "Forget I Even Asked You", "Niknaksstuff", "<p>Written following the Five Word Prompt Challenge on tumblr by @amaradangeli</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-23", "2291", "1", "1", "6", "46", "1", "758"
"14997254", "Sam & Jack-You & Me", "jackgyvwer_fanart", "", "['Not Rated']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-21", "3", "1", "1", "0", "5", "0", "199"
"14989298", ""Letting go hurts... a lot"", "Niknaksstuff", "<p>This story was originally posted on Tumblr in response to @amaradangeli Five Word Prompt Challenge</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-20", "1068", "1", "1", "9", "48", "0", "674"
"14989241", ""Okay, It was me... so?"", "Niknaksstuff", "<p>This story was originally posted on Tumblr. It is in response to the "Five Word Prompt" challenge, created by @amaradangeli</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-20", "1965", "1", "1", "1", "27", "0", "687"
"14980694", "something signficant; something i fight for", "professortennant", "<p>On a planet that emphasizes art and expression, Jack is forced to get a tattoo that marks something significant for him; something he fights for. </p><p>He keeps the Mark a secret until Samantha Carter asks to see it...</p>", "['General Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-19", "1223", "1", "1", "14", "171", "10", "1390"
"14968661", "i won't give us up", "professortennant", "<p>“Sam, I have given my entire life to the United States military. But it has taken from me over and over again and I won't let them take you--take us--from me, too."</p>
<p>After the events of Beneath the Surface, Jack doesn't want to go back to being Sir and Major; he wants to be Sam and Jack, regulations be damned.</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-18", "1719", "1", "1", "13", "134", "12", "1606"
"14827680", "Learning", "Always_Stargate", "<p>What else did Urgo learn being in the heads of SG-1? Here is what he might have learnt about my favourite UST pair. I'm trying to be quite true to the characters at the time this episode was set.</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-18", "2455", "2", "2", "1", "38", "0", "1006"
"14838978", "The Mistake", "SheynaLew", "<p>He never imagined he'd regret kissing Samantha Carter, but right now it all seemed like one big mistake.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-17", "3505", "3", "3", "29", "90", "5", "1361"
"14955101", "one more round", "professortennant", "<p>"I didn’t want to get court-martialed for giving a superior officer a black eye, sir.”</p>
<p>He whistled low, eyebrows raised. Warmth flooded his chest when she didn’t duck away from his gaze, just lifted her chin and stared at him, waiting to see what he’d say. Jack licked his lips, shed his jacket and stepped into the ring. “You think an awful lot of yourself, Captain.”</p>", "['Teen And Up Audiences']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-17", "2389", "1", "1", "11", "109", "6", "1046"
"14924237", "expectations and reality", "professortennant", "<p>Sam had always thought that when they finally broke–when the door to the room where they locked everything in cracked and burst open–that they would be frantic and hurried. She expected his grip to leave bruises on her hip and his mouth to leave darkening patches of red where he reassured himself she was still alive, still breathing, by kissing and sucking at her pulse point. </p><p>She expected them to barely make it to her bedroom; expected something hard and fast against a wall or tumbling down to the floor in an array of scattered clothes. </p><p>She doesn’t expect this.</p>", "['Mature']", "['Choose Not To Use Archive Warnings']", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-13", "942", "1", "1", "8", "122", "10", "2063"
"14916867", "Muffins, They're Not Just For Breakfast", "spacegypsy1", "<p>Sam and Daniel discuss their love life. D/V, S/J. Sam/Daniel friendship.</p>", "['Teen And Up Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-12", "1239", "1", "1", "3", "49", "0", "979"
"14915801", "I Can't Be Around You", "crowdedangels", "<p>He wanted it to sound easy, unfazed by the fact that she was in a quarantine on some planet however many lightyears from home.</p>", "['General Audiences']", "[]", "['F/M']", "Stargate SG-1", "[]", "[]", "[]", "English", "2018-06-12", "402", "1", "1", "3", "49", "1", "879"
